Age,Workclass,Education,Education-num,Marital_status,Occupation,Relationship,Race,Sex,Hours_per_week,Native_country,Salary
"<26,40>",State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,"<0,20>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<21,40>",United-States,>50K
"<17,25>",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,"<41,60>",United-States,<=50K
"<41,65>",Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,"<21,40>",Hong,<=50K
"<17,25>",Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,"<21,40>",United-States,>50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,10th,6,Married-civ-spouse,Craft-repair,Other-relative,White,Male,"<41,60>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,"<21,40>",Mexico,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,"<21,40>",United-States,<=50K
"<26,40>",State-gov,Some-college,10,Separated,Tech-support,Not-in-family,White,Male,"<0,20>",United-States,<=50K
"<26,40>",Federal-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,"<41,60>",United-States,<=50K
"<26,40>",Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<41,60>",France,<=50K
"<41,65>",Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,"<21,40>",United-States,>50K
"<41,65>",Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,>50K
"<17,25>",Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Federal-gov,7th-8th,4,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,"<21,40>",United-States,<=50K
"<66,90>",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,>50K
"<26,40>",Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<41,60>",United-States,>50K
"<17,25>",Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Private,1st-4th,2,Separated,Machine-op-inspct,Unmarried,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,"<41,60>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,"<41,60>",United-States,>50K
"<41,65>",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,"<41,60>",United-States,<=50K
"<41,65>",Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<41,60>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,"<21,40>",United-States,<=50K
"<41,65>",Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,"<41,60>",Mexico,<=50K
"<26,40>",Private,9th,5,Divorced,Machine-op-inspct,Unmarried,Black,Female,"<21,40>",United-States,<=50K
"<66,90>",Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<41,60>",United-States,>50K
"<41,65>",State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,"<21,40>",United-States,<=50K
"<66,90>",Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,"<0,20>",United-States,<=50K
"<41,65>",Local-gov,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,"<41,60>",United-States,>50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<41,60>",United-States,>50K
"<41,65>",Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,"<21,40>",United-States,>50K
"<41,65>",Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,"<41,60>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<0,20>",United-States,<=50K
"<26,40>",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<41,60>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Sales,Own-child,White,Male,"<41,60>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,"<0,20>",United-States,>50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<41,60>",United-States,>50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,"<21,40>",Mexico,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,"<21,40>",United-States,>50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,"<41,60>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Sales,Own-child,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,"<21,40>",United-States,>50K
"<41,65>",Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,>50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,"<0,20>",United-States,>50K
"<41,65>",Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Federal-gov,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,"<21,40>",United-States,<=50K
"<41,65>",Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,"<21,40>",United-States,>50K
"<41,65>",State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,"<21,40>",United-States,>50K
"<17,25>",Private,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,"<0,20>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<41,60>",United-States,<=50K
"<41,65>",Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<21,40>",Puerto-Rico,<=50K
"<17,25>",Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,"<41,60>",United-States,<=50K
"<26,40>",Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,"<41,60>",United-States,<=50K
"<26,40>",Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,"<41,60>",United-States,>50K
"<41,65>",Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Farming-fishing,Own-child,Black,Male,"<0,20>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,"<41,60>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,"<21,40>",United-States,>50K
"<26,40>",Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,"<61,80>",United-States,>50K
"<41,65>",Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,>50K
"<26,40>",Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,White,Male,"<41,60>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,"<41,60>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,"<41,60>",United-States,<=50K
"<41,65>",Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,"<41,60>",United-States,<=50K
"<41,65>",Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,"<41,60>",United-States,>50K
"<26,40>",Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<41,60>",United-States,>50K
"<26,40>",Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,"<21,40>",United-States,>50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,"<21,40>",United-States,>50K
"<41,65>",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<41,60>",Mexico,<=50K
"<26,40>",Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<21,40>",United-States,>50K
"<41,65>",Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<41,60>",United-States,>50K
"<41,65>",Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Tech-support,Husband,White,Male,"<81,99>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,>50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,"<0,20>",United-States,<=50K
"<41,65>",Local-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,"<21,40>",United-States,>50K
"<26,40>",Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,"<41,60>",United-States,<=50K
"<41,65>",Private,7th-8th,4,Separated,Other-service,Own-child,White,Female,"<0,20>",United-States,<=50K
"<41,65>",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,>50K
"<41,65>",Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<21,40>",United-States,>50K
"<41,65>",Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,"<41,60>",United-States,>50K
"<26,40>",Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,"<21,40>",United-States,<=50K
"<26,40>",Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,"<0,20>",United-States,<=50K
"<26,40>",Local-gov,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,"<41,60>",United-States,>50K
"<41,65>",Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,"<21,40>",United-States,<=50K
"<41,65>",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,"<41,60>",United-States,<=50K
"<17,25>",State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Male,"<0,20>",United-States,<=50K
"<26,40>",Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,"<0,20>",United-States,<=50K
"<26,40>",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,>50K
"<26,40>",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<41,60>",United-States,>50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,"<21,40>",Puerto-Rico,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,"<41,60>",United-States,<=50K
"<41,65>",Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,"<21,40>",El-Salvador,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,"<41,60>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",State-gov,9th,5,Separated,Machine-op-inspct,Not-in-family,Black,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<41,60>",United-States,<=50K
"<41,65>",State-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,11th,7,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,"<41,60>",United-States,>50K
"<41,65>",State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,"<41,60>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<66,90>",Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,"<0,20>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,"<41,60>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,"<21,40>",United-States,>50K
"<66,90>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<0,20>",United-States,<=50K
"<41,65>",Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,>50K
"<26,40>",Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<41,60>",United-States,>50K
"<41,65>",Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,"<0,20>",United-States,<=50K
"<41,65>",Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,"<41,60>",Italy,<=50K
"<41,65>",State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<41,60>",United-States,>50K
"<66,90>",Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<0,20>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<41,60>",United-States,>50K
"<26,40>",Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",Puerto-Rico,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,"<41,60>",United-States,<=50K
"<41,65>",Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",Germany,>50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,"<21,40>",South,>50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",Nicaragua,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,"<41,60>",Germany,>50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",Poland,>50K
"<41,65>",State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<41,60>",United-States,<=50K
"<41,65>",Private,5th-6th,3,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,"<0,20>",Haiti,<=50K
"<17,25>",Private,Some-college,10,Never-married,Sales,Own-child,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,"<41,60>",United-States,<=50K
"<17,25>",State-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Female,"<0,20>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,"<21,40>",United-States,<=50K
"<26,40>",Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,"<21,40>",United-States,>50K
"<17,25>",State-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,"<0,20>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,"<21,40>",Philippines,<=50K
"<41,65>",Local-gov,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,"<41,60>",United-States,>50K
"<26,40>",Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,"<21,40>",United-States,<=50K
"<41,65>",State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<41,60>",United-States,>50K
"<26,40>",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,"<21,40>",United-States,<=50K
"<66,90>",Private,11th,7,Divorced,Other-service,Not-in-family,Black,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Self-emp-inc,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,"<61,80>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,"<41,60>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,"<41,60>",United-States,<=50K
"<17,25>",Private,11th,7,Never-married,Other-service,Unmarried,Black,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,"<61,80>",United-States,>50K
"<41,65>",Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Other,Male,"<21,40>",United-States,>50K
"<41,65>",Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,>50K
"<26,40>",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,"<21,40>",United-States,>50K
"<41,65>",Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,"<21,40>",Puerto-Rico,>50K
"<26,40>",Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,"<21,40>",United-States,<=50K
"<66,90>",Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,"<0,20>",United-States,<=50K
"<41,65>",Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,"<21,40>",United-States,<=50K
"<17,25>",Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,"<21,40>",United-States,<=50K
"<26,40>",Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,"<21,40>",United-States,>50K
"<41,65>",Private,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,"<21,40>",United-States,<=50K
"<66,90>",Private,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Female,"<0,20>",United-States,<=50K
"<26,40>",Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,"<21,40>",United-States,>50K
"<41,65>",Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,"<21,40>",United-States,<=50K
"<41,65>",Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,"<41,60>",United-States,<=50K
"<41,65>",Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,"<21,40>",United-States,>50K
"<17,25>",Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,"<21,40>",United-States,<=50K
"<26,40>",Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,"<61,80>",United-States,<=50K
"<41,65>",Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,"<41,60>",United-States,>50K
