Age,Workclass,Education,Education-num,Marital_status,Occupation,Relationship,Race,Sex,Hours_per_week,Native_country,Salary
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<26-40>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,<41-60>,United-States,<=50K
<26-40>,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,<61-80>,Iran,>50K
<17-25>,Private,9th,5,Never-married,Craft-repair,Own-child,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<26-40>,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Local-gov,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,<21-40>,United-States,>50K
<41-65>,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,<21-40>,United-States,<=50K
<41-65>,Private,10th,6,Never-married,Transport-moving,Unmarried,White,Male,<21-40>,United-States,>50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,<21-40>,United-States,<=50K
<41-65>,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,<21-40>,United-States,<=50K
<17-25>,Local-gov,10th,6,Never-married,Protective-serv,Own-child,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,11th,7,Divorced,Sales,Own-child,White,Male,<21-40>,United-States,<=50K
<26-40>,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Female,<41-60>,United-States,>50K
<26-40>,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,<21-40>,United-States,<=50K
<41-65>,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,<61-80>,Thailand,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,<0-20>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,<81-99>,United-States,>50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,<21-40>,United-States,>50K
<41-65>,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,<21-40>,United-States,<=50K
<17-25>,Local-gov,11th,7,Never-married,Prof-specialty,Own-child,Black,Male,<0-20>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,<41-60>,United-States,<=50K
<41-65>,Private,11th,7,Divorced,Other-service,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<21-40>,United-States,<=50K
<41-65>,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,<41-60>,Germany,<=50K
<41-65>,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Private,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,<21-40>,United-States,<=50K
<17-25>,Local-gov,12th,8,Never-married,Adm-clerical,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,<21-40>,Peru,<=50K
<41-65>,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,<41-60>,United-States,>50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<26-40>,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,<21-40>,United-States,<=50K
<41-65>,Self-emp-inc,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,<41-60>,Mexico,<=50K
<26-40>,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,<21-40>,United-States,>50K
<41-65>,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<61-80>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<17-25>,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,11th,7,Widowed,Transport-moving,Unmarried,Black,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,<41-60>,United-States,>50K
<41-65>,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Transport-moving,Own-child,White,Female,<0-20>,United-States,<=50K
<66-90>,Private,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,<0-20>,United-States,<=50K
<41-65>,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,<21-40>,United-States,>50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Private,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,<21-40>,United-States,<=50K
<66-90>,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,<61-80>,United-States,<=50K
<17-25>,Private,9th,5,Never-married,Other-service,Unmarried,White,Female,<0-20>,United-States,<=50K
<26-40>,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,<0-20>,United-States,>50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,Black,Female,<21-40>,United-States,<=50K
<26-40>,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,<21-40>,United-States,<=50K
<66-90>,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,<41-60>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<26-40>,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,<21-40>,United-States,>50K
<26-40>,Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,<21-40>,Mexico,<=50K
<26-40>,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,<41-60>,United-States,>50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,<21-40>,United-States,<=50K
<26-40>,Self-emp-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,11th,7,Divorced,Sales,Not-in-family,White,Male,<41-60>,United-States,>50K
<26-40>,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,<61-80>,United-States,<=50K
<26-40>,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<17-25>,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,<21-40>,United-States,<=50K
<26-40>,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<61-80>,United-States,>50K
<41-65>,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Other-relative,White,Male,<0-20>,United-States,<=50K
<41-65>,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,<21-40>,Canada,<=50K
<26-40>,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,<61-80>,United-States,>50K
<26-40>,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,>50K
<66-90>,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,England,>50K
<41-65>,Private,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,<21-40>,China,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,State-gov,9th,5,Divorced,Other-service,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,<21-40>,United-States,<=50K
<26-40>,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,<21-40>,United-States,>50K
<41-65>,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,<41-60>,United-States,>50K
<41-65>,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,<21-40>,United-States,<=50K
<26-40>,State-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,<61-80>,United-States,<=50K
<26-40>,Local-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<66-90>,Private,5th-6th,3,Divorced,Other-service,Not-in-family,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,Black,Male,<0-20>,United-States,<=50K
<41-65>,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Private,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,<21-40>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Other-relative,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<66-90>,Private,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,<0-20>,United-States,>50K
<41-65>,Private,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Federal-gov,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,<21-40>,United-States,<=50K
<41-65>,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,<21-40>,Outlying-US(Guam-USVI-etc),<=50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Male,<21-40>,United-States,<=50K
<41-65>,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,<0-20>,Peru,<=50K
<17-25>,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,>50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,10th,6,Separated,Other-service,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,<41-60>,United-States,<=50K
<66-90>,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,<0-20>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,<21-40>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,<21-40>,United-States,>50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,<41-60>,Scotland,<=50K
<26-40>,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Not-in-family,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,<0-20>,United-States,<=50K
<26-40>,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,<41-60>,United-States,>50K
<26-40>,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,<41-60>,United-States,<=50K
<26-40>,Private,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,<21-40>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Prof-specialty,Own-child,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,State-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,<41-60>,United-States,<=50K
<17-25>,Private,9th,5,Never-married,Other-service,Own-child,Black,Female,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<21-40>,United-States,>50K
<41-65>,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,<21-40>,United-States,<=50K
<66-90>,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Some-college,10,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,<21-40>,Philippines,<=50K
<41-65>,Self-emp-not-inc,12th,8,Divorced,Sales,Not-in-family,White,Female,<41-60>,United-States,<=50K
<26-40>,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,<21-40>,United-States,>50K
<41-65>,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,England,>50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,11th,7,Never-married,Craft-repair,Other-relative,White,Male,<21-40>,United-States,<=50K
<26-40>,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,<61-80>,United-States,>50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,<21-40>,Philippines,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Other,Female,<21-40>,United-States,<=50K
<41-65>,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,>50K
